,AT,V,AP,RH,PE
24502,20.64,61.86,1012.81,99.97,447.14
24503,20.16,60.1,1011.24,86.23,453.36
24504,18.37,58.96,1015.5,67.79,460.25
24505,29.76,73.56,1008.07,84.85,432.51
24506,14.12,39.52,1016.79,75.89,472.32
24507,10.62,39.64,1010.65,62.15,477.07
24508,17.7,50.88,1015.44,89.57,456.78
24509,25.85,67.69,1007.7,70.14,434.0
24510,14.44,40.8,1025.05,56.59,472.95
24511,21.12,49.15,1021.29,52.9,456.92
24512,27.99,66.91,1008.47,59.63,439.74
24513,23.0,66.05,1020.61,80.29,421.57
24514,33.62,77.17,1009.38,63.71,431.03
24515,25.85,70.36,1005.59,78.23,433.06
24516,12.9,43.41,1015.92,59.15,464.26
24517,8.07,41.17,1019.4,86.43,484.54
24518,9.68,41.44,1015.19,87.34,479.89
24519,28.25,57.19,1007.99,67.9,436.99
24520,26.11,52.36,1013.9,59.62,453.76
24521,28.41,75.6,1018.48,56.07,440.28
24522,5.7,40.62,1016.07,84.94,482.82
24523,16.58,37.64,1015.23,81.59,460.48
24524,18.16,43.96,1012.78,78.33,465.26
24525,24.42,62.66,1007.65,71.57,443.09
24526,18.99,59.27,1012.15,89.39,453.4
24527,8.9,41.4,1030.83,85.63,472.95
24528,27.11,66.49,1013.71,39.28,435.79
24529,12.31,40.64,1020.71,94.6,475.65
24530,14.66,42.07,1018.14,84.68,462.77
24531,29.53,72.39,998.47,76.05,431.69
24532,7.38,41.22,1016.47,96.29,485.73
24533,26.98,70.94,1007.99,68.16,434.73
24534,8.55,36.25,1029.54,85.23,480.68
24535,25.45,72.24,1011.44,80.54,434.92
24536,30.27,64.05,1011.93,65.72,438.68
24537,26.61,72.43,1007.71,75.82,427.61
24538,9.29,39.04,1022.72,74.29,482.55
24539,12.18,40.1,1016.67,91.87,471.49
24540,17.5,42.23,1013.37,86.87,462.57
24541,22.73,66.75,1018.13,84.06,437.93
24542,27.1,73.21,1002.97,89.68,430.87
24543,25.79,65.27,1013.26,55.35,440.04
24544,14.99,41.35,1004.56,98.9,466.85
24545,10.13,38.16,1013.57,79.04,474.92
24546,33.37,79.05,1007.19,62.64,430.42
24547,29.05,68.24,1007.88,42.67,433.92
24548,24.97,63.86,1018.64,52.01,441.61
24549,19.46,66.86,1012.74,66.2,454.89
24550,23.91,67.69,1008.28,66.71,439.84
24551,25.88,69.13,1002.44,85.67,426.14
24552,22.63,58.49,1010.94,72.7,448.38
24553,15.11,42.99,1007.53,85.75,466.25
24554,32.33,67.83,1008.11,57.48,427.84
24555,6.43,39.61,1017.51,83.8,480.58
24556,7.98,39.61,1018.57,77.04,479.78
24557,13.94,47.83,1004.83,81.2,465.13
24558,16.5,53.29,1017.7,95.66,458.37
24559,10.62,42.02,999.83,96.66,472.41
24560,29.07,71.64,1006.07,69.53,440.51
24561,25.43,60.95,1014.62,51.39,444.65
24562,23.82,63.76,1009.8,68.94,440.52
24563,23.47,59.22,1013.44,83.33,442.13
24564,27.38,74.16,1010.08,78.61,436.65
24565,16.98,44.85,1015.48,51.77,464.27
24566,24.74,69.13,1010.69,90.08,431.24
24567,21.96,71.85,1009.38,75.98,441.52
24568,19.98,60.77,1017.72,90.71,448.46
24569,25.19,64.44,1014.75,64.38,444.35
24570,15.27,41.16,1009.0,84.12,467.01
24571,28.21,70.02,1010.58,51.34,442.47
24572,25.14,49.02,1007.56,79.02,438.53
24573,14.57,44.45,1021.42,66.23,462.48
24574,26.67,59.44,1012.01,58.83,441.29
24575,15.11,56.03,1020.27,89.95,462.65
24576,22.88,63.91,1009.63,87.82,442.5
24577,27.0,73.17,1009.82,64.43,434.94
24578,25.52,71.98,1006.89,86.94,433.42
24579,30.25,68.24,1006.58,31.9,432.05
24580,11.48,41.2,1012.88,90.04,478.34
24581,14.58,42.99,1007.55,93.56,468.43
24582,12.72,40.64,1021.11,93.24,475.73
24583,30.46,66.75,1017.81,54.48,432.45
24584,24.09,73.68,1014.93,94.55,441.34
24585,9.16,42.44,1014.43,93.67,480.98
24586,24.33,46.93,1013.61,53.02,450.04
24587,35.03,68.27,1006.55,43.82,426.22
24588,22.07,58.95,1017.98,75.83,442.4
24589,10.95,43.8,1022.61,63.46,473.2
24590,17.62,43.69,1016.49,67.92,465.93
24591,34.48,74.34,1000.91,42.61,433.94
24592,25.31,67.9,1006.34,68.04,440.36
24593,20.69,50.78,1008.71,91.95,447.58
24594,5.81,45.87,1009.63,94.38,479.66
24595,28.24,65.27,1013.43,48.74,439.36
24596,23.54,67.83,1009.44,65.48,426.24
24597,26.44,69.34,1009.55,73.18,440.43
24598,28.18,73.88,1005.89,75.41,434.48
24599,10.47,41.06,1022.24,81.16,477.47
24600,25.07,77.95,1012.87,83.0,438.55
24601,10.23,43.72,1011.18,97.93,471.61
24602,14.36,40.0,1016.16,68.79,460.42
24603,16.95,58.86,1015.96,87.8,453.2
24604,25.41,77.54,1009.68,89.09,434.09
24605,9.84,40.72,1022.21,77.79,477.52
24606,21.45,69.94,1010.5,82.17,443.31
24607,17.26,49.78,1007.38,100.06,453.54
24608,23.22,59.15,1014.58,75.18,443.7
24609,9.77,34.69,1027.72,74.98,477.51
24610,29.45,68.84,1011.64,59.7,438.41
24611,32.07,71.29,1008.43,44.95,426.96
24612,26.9,60.93,1007.1,67.32,435.87
24613,22.67,64.15,1021.02,70.49,453.47
24614,19.65,62.1,1019.46,77.82,449.13
24615,26.11,70.36,1007.64,70.12,445.37
24616,19.01,58.46,1017.14,90.99,446.18
24617,14.85,39.39,1013.93,76.27,468.84
24618,27.28,44.89,1009.02,49.9,441.94
24619,11.26,40.43,1025.68,74.67,489.66
24620,23.21,58.49,1010.97,74.34,448.09
24621,27.61,49.16,1005.01,35.63,441.18
24622,13.61,41.74,1021.66,62.83,471.79
24623,15.69,41.93,1021.3,52.69,468.43
24624,11.15,41.26,1022.67,81.83,473.57
24625,23.63,65.59,1013.1,76.95,440.56
24626,13.44,40.69,1014.54,77.97,473.0
24627,13.11,42.99,1007.6,97.0,472.84
24628,11.48,37.5,1014.38,69.75,472.9
24629,27.97,68.31,1010.64,55.91,443.34
24630,16.48,41.35,1005.61,89.07,465.64
24631,31.42,69.13,1009.34,57.16,425.98
24632,32.55,73.03,1014.36,44.83,439.81
24633,18.89,43.56,1012.79,38.63,463.91
24634,24.82,66.48,1006.4,70.21,433.62
24635,32.4,68.14,1004.44,34.53,425.91
24636,22.97,42.48,1012.84,64.71,466.7
24637,6.77,40.78,1024.86,96.58,478.24
24638,33.15,68.51,1012.9,51.91,428.89
24639,14.79,39.54,1007.25,82.54,469.23
24640,23.96,65.34,1015.52,56.82,449.23
24641,29.41,59.27,1011.36,52.37,441.99
24642,29.49,69.71,1009.34,56.35,440.99
24643,9.65,41.03,1021.09,64.97,481.68
24644,19.92,48.98,1014.32,64.99,455.57
24645,11.99,49.83,1008.33,95.2,468.22
24646,11.75,41.2,1012.7,89.86,475.35
24647,16.28,42.99,1007.5,77.27,464.13
24648,31.17,69.51,1010.51,43.11,428.94
24649,31.02,70.4,1006.24,77.86,431.37
24650,24.31,58.62,1017.29,64.44,449.12
24651,25.62,58.82,1010.02,70.31,444.14
24652,15.34,36.99,1007.87,94.59,464.58
24653,19.73,56.65,1020.7,69.49,457.46
24654,25.72,66.86,1007.47,69.14,439.97
24655,21.14,58.05,1012.98,87.27,449.74
24656,18.4,50.16,1011.51,98.07,453.78
24657,23.58,70.04,1010.95,76.32,435.47
24658,17.97,65.94,1012.92,88.22,448.88
24659,19.62,58.79,1017.59,87.39,446.29
24660,23.37,63.77,1013.42,76.44,443.86
24661,10.11,39.72,1019.1,69.68,476.8
24662,8.76,41.82,1033.29,76.5,480.08
24663,29.45,68.27,1007.96,61.63,432.96
24664,34.53,73.03,1013.53,36.74,437.03
24665,8.41,39.16,1015.47,93.42,484.34
24666,11.79,45.09,1013.16,89.17,469.49
24667,14.67,45.01,1014.28,67.91,460.47
24668,21.3,59.39,1013.83,84.53,444.21
24669,20.43,63.09,1016.46,91.78,445.58
24670,29.54,72.29,1011.0,42.0,443.79
24671,11.49,44.63,1020.44,86.04,471.08
24672,21.86,63.09,1016.64,87.94,442.79
24673,9.73,38.56,1017.18,61.81,479.78
24674,30.98,69.82,1009.17,50.63,438.44
24675,17.96,47.83,1005.0,85.72,454.59
24676,27.81,66.51,1016.11,48.48,439.48
24677,16.38,46.97,1013.6,73.67,459.87
24678,12.72,39.13,1008.36,92.59,467.28
24679,31.43,69.89,1014.8,56.22,426.15
24680,16.76,53.16,1014.13,81.87,457.98
24681,22.86,62.4,1010.59,78.24,445.66
24682,20.23,52.05,1012.15,47.49,457.57
24683,10.94,39.04,1021.81,86.02,479.2
24684,15.37,41.96,1011.58,96.76,466.02
24685,27.56,66.93,1016.81,55.59,444.1
24686,12.52,41.44,1016.08,68.94,477.18
24687,8.81,44.68,1023.06,93.93,479.24
24688,14.68,43.99,1023.36,86.79,461.91
24689,14.18,40.69,1014.73,74.88,471.52
24690,22.01,49.39,1019.6,75.8,451.84
24691,27.88,75.23,1011.33,58.91,439.33
24692,8.26,44.71,1020.85,68.82,485.19
24693,20.45,58.96,1014.53,65.36,454.26
24694,26.43,75.33,1004.09,86.48,431.79
24695,21.83,63.87,1018.93,63.07,452.21
24696,13.74,44.21,1023.26,84.2,466.67
24697,13.66,40.55,1005.46,96.02,467.7
24698,22.71,75.23,1010.48,76.86,444.0
24699,13.84,41.26,1020.92,74.74,462.46
24700,31.61,75.08,1004.83,42.29,436.67
24701,14.44,39.0,1017.06,76.02,466.96
24702,22.42,59.43,1007.12,90.56,440.99
24703,21.11,58.66,1011.7,68.71,457.89
24704,24.16,60.29,1018.09,63.49,446.17
24705,6.18,41.38,1020.23,81.38,490.81
24706,14.77,39.16,1016.12,81.88,470.39
24707,26.27,71.98,1005.72,86.15,427.65
24708,8.94,42.07,1018.9,85.93,473.34
24709,25.03,60.84,1017.69,59.23,441.58
24710,6.29,43.65,1020.68,70.14,485.8
24711,11.0,40.23,1019.08,86.5,475.9
24712,19.11,50.16,1010.88,100.09,450.38
24713,23.05,68.67,1006.69,76.43,447.34
24714,26.66,70.02,1010.88,58.37,439.99
24715,7.82,41.16,1023.3,87.7,475.66
24716,13.4,41.78,1010.2,64.57,466.68
24717,28.41,61.47,1008.94,56.56,442.54
24718,10.33,44.92,1025.34,85.67,476.99
24719,20.72,44.57,1008.96,72.57,449.76
24720,13.67,41.48,1017.51,63.54,463.97
24721,12.36,52.75,1026.04,68.71,465.14
24722,31.92,69.13,1000.77,58.91,425.19
24723,14.16,44.58,1020.75,77.42,473.22
24724,13.65,42.74,1026.58,71.48,468.87
24725,6.67,39.33,1011.07,91.96,490.03
24726,26.53,65.18,1012.77,64.37,437.39
24727,23.19,42.67,1007.83,63.31,446.95
24728,13.92,39.58,1012.5,80.28,465.67
24729,13.13,50.59,1020.26,87.44,470.03
24730,33.17,70.4,1004.45,58.0,430.14
24731,21.07,67.07,1004.64,86.16,446.05
24732,20.29,49.69,1008.94,69.91,454.74
24733,29.27,66.85,1011.11,63.25,440.98
24734,8.57,40.23,1017.53,90.46,484.17
24735,16.66,41.16,1007.37,76.82,463.39
24736,15.52,41.93,1022.97,52.92,471.97
24737,25.69,62.26,1011.38,74.08,436.36
24738,26.77,74.22,1008.87,74.68,434.35
24739,9.59,40.11,1026.05,74.27,470.71
24740,8.48,42.49,1010.77,88.68,483.5
24741,14.12,42.99,1007.13,78.16,468.45
24742,23.45,66.25,1009.1,90.28,443.44
24743,26.05,46.21,1011.31,55.25,450.86
24744,26.18,52.36,1013.46,56.65,453.54
24745,19.82,57.85,1011.58,97.23,447.36
24746,24.66,66.49,1010.83,70.06,438.01
24747,33.68,68.14,1002.75,56.05,427.53
24748,13.86,44.21,1022.6,83.56,468.3
24749,16.9,38.58,1014.09,70.11,459.87
24750,25.65,69.45,1013.95,50.42,436.24
24751,10.81,44.63,1020.61,88.29,473.86
24752,17.0,45.09,1013.52,88.32,458.94
24753,13.74,45.08,1024.97,84.79,466.79
24754,11.44,43.13,1014.88,63.88,477.57
24755,10.22,39.96,1025.05,96.05,471.36
24756,29.97,69.14,1007.92,66.74,433.82
24757,27.37,76.2,1006.03,67.07,435.64
24758,31.59,62.7,1009.3,50.16,442.58
24759,31.33,73.03,1014.18,49.28,438.49
24760,16.84,56.03,1020.25,70.37,437.14
24761,14.3,54.3,1015.16,75.29,464.9
24762,18.03,53.16,1013.02,81.95,456.55
24763,12.28,41.49,1019.73,94.79,467.44
24764,12.56,43.41,1016.93,81.02,467.19
24765,20.95,44.89,1010.48,67.97,450.39
24766,13.98,39.18,1009.61,89.12,467.97
24767,32.81,77.17,1009.17,53.13,430.53
24768,11.43,44.78,1013.43,82.45,471.09
24769,14.2,42.86,1031.96,69.59,468.63
24770,10.59,39.96,1025.87,97.05,468.96
24771,23.6,57.17,1009.84,74.27,446.05
24772,25.56,75.6,1017.37,69.31,442.2
24773,13.35,39.64,1010.1,93.3,471.69
24774,25.67,74.78,1010.24,68.87,440.48
24775,20.65,57.5,1016.04,87.45,448.22
24776,10.11,52.75,1021.79,76.08,470.35
24777,27.54,51.43,1012.3,54.82,439.8
24778,23.3,52.84,1003.97,72.16,439.49
24779,19.41,46.63,1013.23,86.28,452.6
24780,12.64,41.26,1020.79,83.66,465.78
24781,23.48,64.15,1021.08,57.77,450.89
24782,17.08,38.58,1015.41,73.42,461.49
24783,22.17,65.61,1014.71,70.91,449.91
24784,8.68,39.61,1021.54,77.98,486.31
24785,34.33,74.34,1001.74,42.75,435.76
24786,32.48,69.89,1013.98,46.39,434.13
24787,7.09,43.65,1019.6,72.1,483.42
24788,19.47,58.79,1016.8,87.26,450.17
24789,31.9,69.4,1003.4,57.76,436.04
24790,24.4,67.45,1015.63,57.1,435.47
24791,26.97,64.45,1009.43,53.96,443.75
24792,30.95,71.58,1009.95,50.02,430.47
24793,15.5,44.92,1024.16,86.44,462.12
24794,25.9,47.45,1007.8,55.96,443.13
24795,14.77,44.47,1028.38,71.18,464.25
24796,31.85,68.3,1014.76,47.06,428.72
24797,9.96,39.66,1015.23,82.98,480.6
24798,11.77,42.03,1017.63,79.35,472.22
24799,31.11,74.87,1009.11,54.86,434.3
24800,22.25,60.77,1017.8,82.19,444.05
24801,13.23,52.72,1026.4,75.78,465.26
24802,14.74,44.47,1028.29,67.87,462.92
24803,28.83,72.43,1006.69,67.04,428.85
24804,28.09,70.02,1010.84,51.29,437.83
24805,30.2,73.67,1006.31,62.14,428.72
24806,27.69,69.71,1009.9,69.91,440.43
24807,29.92,67.22,1014.09,50.62,444.78
24808,6.17,36.25,1028.68,90.59,483.77
24809,12.57,39.16,1016.53,88.91,476.2
24810,14.13,53.82,1016.72,64.85,467.08
24811,22.99,60.95,1015.14,69.86,449.7
24812,13.56,39.58,1011.05,73.62,473.16
24813,7.41,40.81,1026.15,88.96,488.48
24814,22.1,65.48,1019.3,66.96,447.0
24815,11.82,41.17,1019.5,55.74,475.61
24816,16.52,44.88,1017.61,90.08,459.73
24817,30.13,68.94,1005.88,40.71,441.78
24818,8.49,43.69,1016.93,85.63,483.62
24819,27.06,61.41,1011.99,45.23,452.85
24820,9.26,40.11,1024.38,74.82,460.72
24821,20.32,49.16,1007.47,91.12,443.59
24822,16.02,44.21,1020.97,85.64,462.51
24823,11.99,38.28,1013.65,91.31,469.23
24824,12.68,45.0,1022.54,77.19,479.69
24825,7.76,37.7,1014.82,76.47,480.7
24826,29.09,70.98,1007.86,80.35,439.34
24827,20.83,67.32,1011.76,73.11,443.17
24828,25.64,68.14,1005.48,56.11,437.63
24829,20.24,56.65,1020.72,62.9,455.49
24830,21.47,57.19,1006.45,75.8,448.31
24831,10.42,43.79,1016.22,90.75,474.79
24832,23.93,64.05,1013.09,86.02,440.66
24833,14.64,39.58,1011.46,71.9,467.8
24834,13.51,39.31,1012.18,75.19,466.46
24835,25.42,59.04,1011.98,68.78,444.51
24836,32.92,69.05,1000.74,39.61,426.61
24837,9.75,43.69,1016.81,82.42,481.34
24838,12.04,38.25,1013.08,82.45,472.13
24839,24.35,58.49,1011.03,70.64,445.6
24840,8.35,43.79,1016.2,85.23,484.21
24841,20.21,59.14,1016.0,70.38,448.79
24842,27.54,74.22,1007.44,75.91,430.72
24843,20.37,44.58,1016.77,66.22,463.2
24844,21.19,42.48,1013.43,80.52,469.76
24845,9.96,41.26,1022.9,83.83,475.21
24846,24.57,49.5,1014.22,56.31,455.72
24847,13.21,41.2,1016.63,74.1,474.26
24848,27.91,72.24,1010.74,70.8,430.73
24849,15.34,40.73,1018.03,86.19,458.55
24850,25.42,66.05,1016.74,68.92,442.6
24851,17.35,42.86,1014.62,74.16,465.16
24852,5.17,39.33,1009.68,94.19,485.46
24853,7.91,37.8,1020.59,61.0,483.49
24854,22.72,63.73,1012.63,82.14,448.56
24855,14.69,35.71,1015.78,57.34,467.39
24856,24.99,51.43,1006.95,79.63,441.45
24857,22.29,56.89,1014.39,84.89,441.9
24858,7.25,41.14,1024.99,95.85,477.45
24859,13.72,45.01,1014.07,77.0,464.59
24860,14.73,39.52,1017.01,74.21,470.45
24861,17.06,58.96,1013.83,73.95,461.15
24862,25.72,74.67,1016.64,75.93,434.83
24863,22.81,71.85,1009.61,75.17,440.4
24864,25.97,57.32,1012.13,47.48,442.73
24865,7.46,39.81,1018.62,86.73,484.13
24866,23.48,65.12,1015.82,60.83,445.66
24867,31.24,72.39,999.47,68.17,430.7
24868,5.78,45.87,1012.65,88.8,483.27
24869,13.9,40.2,1013.13,89.91,464.17
24870,12.33,37.73,1022.46,59.3,470.11
24871,10.82,41.55,1004.55,65.14,475.44
24872,9.77,44.68,1023.37,91.4,477.56
24873,12.64,40.71,1024.2,65.21,476.37
24874,26.95,72.24,1011.16,73.14,435.65
24875,22.06,59.21,1012.84,87.06,442.31
24876,18.34,50.59,1018.42,83.95,457.17
24877,20.6,66.86,1013.08,62.48,451.44
24878,30.26,76.2,1008.44,62.1,435.04
24879,18.9,60.07,1016.02,71.38,451.5
24880,25.69,64.45,1013.05,42.0,450.94
24881,20.0,56.53,1020.43,75.94,454.86
24882,24.26,69.51,1013.43,53.23,442.56
24883,14.38,40.1,1015.51,81.23,467.28
24884,11.33,41.5,1013.58,88.7,475.01
24885,11.42,41.54,1020.21,71.57,477.5
24886,28.08,64.44,1013.02,64.34,440.26
24887,7.85,37.8,1020.9,59.19,478.68
24888,12.91,41.66,1013.37,71.52,469.71
24889,28.63,66.56,1005.88,64.73,427.35
24890,22.47,59.43,1006.02,85.21,444.5
24891,5.86,40.62,1017.03,85.06,480.71
24892,28.14,43.21,1011.82,69.32,436.53
24893,30.98,67.45,1015.18,45.4,433.59
24894,20.46,59.21,1018.42,85.89,445.22
24895,32.44,77.95,1014.83,50.69,434.97
24896,25.45,70.04,1011.2,82.48,430.2
24897,15.82,43.34,1014.52,79.07,460.4
24898,29.56,70.4,1006.49,82.95,432.85
24899,8.04,41.92,1029.7,92.21,482.58
24900,12.82,46.18,1018.53,88.46,466.06
24901,14.16,40.89,1010.78,82.86,471.15
24902,14.39,44.21,1019.77,85.7,465.03
24903,6.19,41.31,1002.48,88.8,485.08
24904,24.44,59.21,1017.36,61.45,445.82
24905,21.08,44.05,1008.13,72.52,449.6
24906,28.26,63.13,1012.0,68.35,440.58
24907,15.62,40.89,1007.01,79.21,466.15
24908,18.26,61.27,1019.1,74.74,428.67
24909,23.46,47.01,1014.41,69.19,457.76
24910,26.35,49.5,1012.67,41.34,458.41
24911,14.74,42.77,1017.71,76.59,463.61
24912,24.77,48.92,1010.25,47.04,448.25
24913,24.82,57.19,1007.82,71.46,439.91
24914,28.78,64.96,999.75,56.43,432.66
24915,5.64,40.62,1015.76,85.98,483.17
24916,29.05,70.32,1011.33,72.5,437.16
24917,30.75,73.88,1005.62,57.95,436.97
24918,21.36,68.28,1007.6,72.37,445.91
24919,19.98,49.15,1021.56,63.89,457.54
24920,18.15,41.67,1012.75,52.69,464.44
24921,30.97,67.69,1005.61,50.88,425.35
24922,14.46,45.87,1008.26,89.44,458.69
24923,25.7,69.45,1013.86,56.91,437.04
24924,7.24,41.17,1020.35,80.56,486.76
24925,17.63,40.55,1002.27,73.42,462.13
24926,9.01,38.56,1016.67,63.61,482.37
24927,25.87,44.57,1007.43,55.92,445.79
24928,21.69,44.57,1005.84,71.53,447.88
24929,30.17,76.86,998.23,73.61,430.3
24930,28.05,70.36,1006.73,64.42,434.06
24931,29.22,73.18,1012.22,64.91,430.57
24932,12.57,41.79,1014.99,87.8,461.88
24933,5.21,35.79,1011.5,95.08,484.03
24934,15.48,41.66,1009.55,66.74,467.06
24935,29.54,69.48,1008.91,56.07,427.82
24936,26.65,58.41,1013.53,65.83,442.66
24937,14.76,43.79,1016.17,75.72,464.14
24938,25.71,52.84,1006.32,53.29,445.54
24939,22.52,66.48,1003.87,78.29,435.02
24940,11.73,37.92,1008.02,72.68,472.51
24941,14.73,54.3,1016.75,67.13,463.63
24942,21.7,64.44,1014.95,73.33,448.51
24943,5.37,38.68,1017.76,76.48,487.07
24944,18.43,57.76,1016.13,87.34,452.65
24945,30.3,73.9,1006.72,55.13,440.79
24946,11.98,44.6,1018.59,86.71,470.02
24947,18.68,62.1,1019.78,83.67,453.25
24948,19.61,56.65,1020.64,63.74,457.41
24949,24.63,59.57,1010.45,85.36,440.67
24950,13.45,43.14,1015.5,74.33,474.1
24951,29.51,75.6,1017.92,50.61,431.18
24952,23.94,59.39,1014.32,74.55,438.64
24953,26.86,71.32,1007.38,81.14,430.44
24954,7.4,41.04,1024.44,90.9,477.69
24955,25.18,56.89,1012.26,64.46,442.42
24956,29.09,72.43,1006.86,65.47,427.3
24957,33.97,72.29,1008.98,44.32,432.33
24958,24.04,51.95,1006.13,73.92,450.07
24959,28.07,74.33,1012.0,71.69,428.87
24960,10.32,42.02,998.27,99.12,472.16
24961,27.84,68.08,1013.34,46.19,436.37
24962,13.51,44.9,1019.29,77.24,464.86
24963,10.73,25.36,1009.35,100.15,469.43
24964,16.61,43.77,1012.25,77.23,457.66
24965,22.6,69.84,1006.37,79.59,435.13
24966,12.68,45.01,1013.86,83.26,448.69
24967,7.48,38.5,1014.01,77.35,488.43
24968,9.46,41.4,1026.78,87.58,480.82
24969,21.8,51.3,1012.07,89.51,450.25
24970,26.86,72.58,1009.22,88.39,428.69
24971,9.68,40.77,1022.04,85.23,473.73
24972,25.54,48.41,1010.51,55.34,437.58
24973,21.19,67.71,1006.65,56.28,441.71
24974,32.84,77.95,1014.68,45.8,431.97
24975,20.51,63.09,1016.39,92.99,445.86
24976,21.0,70.02,1010.22,95.11,447.29
24977,12.68,40.73,1017.66,92.08,465.94
24978,11.23,41.17,1019.36,56.85,475.85
24979,11.22,41.66,1008.96,72.38,477.53
24980,20.68,68.61,1011.2,84.81,446.33
24981,24.43,65.18,1012.57,77.83,437.26
24982,32.06,75.33,1001.96,63.15,432.92
24983,26.86,71.14,1007.11,76.61,426.97
24984,28.31,50.05,1005.75,50.17,436.75
24985,30.57,73.03,1013.75,73.68,437.42
24986,23.07,69.23,1011.78,76.06,437.08
24987,30.14,67.69,1006.54,57.05,426.91
24988,24.35,59.21,1018.21,54.46,444.35
24989,29.85,68.24,1007.01,30.99,433.43
24990,17.4,44.58,1018.9,60.58,468.01
24991,13.26,40.83,1007.97,90.63,472.14
24992,19.46,42.04,1011.3,60.45,466.24
24993,5.78,40.62,1016.55,84.98,484.13
24994,24.22,68.51,1013.23,74.96,440.01
24995,22.3,57.19,1006.4,75.28,445.1
24996,9.72,41.44,1015.17,84.41,481.85
24997,23.38,52.84,1005.27,82.98,440.28
24998,21.6,62.52,1017.23,67.87,453.28
24999,8.72,36.25,1029.31,85.73,479.94
25000,23.05,62.52,1016.5,65.65,449.98
25001,24.01,63.56,1014.19,64.31,444.1
25002,25.3,70.98,1007.22,95.1,440.86
25003,22.64,59.27,1012.58,83.55,446.2
25004,11.06,41.5,1013.09,89.8,476.24
25005,14.53,39.0,1016.48,76.36,464.86
25006,20.7,58.16,1016.73,68.19,453.22
25007,29.48,73.21,1000.67,79.35,433.53
25008,10.14,42.02,1003.19,96.51,472.17
25009,31.54,77.24,1007.83,62.98,430.07
25010,22.92,63.94,1019.28,42.69,444.22
25011,26.13,57.32,1012.27,45.78,441.6
25012,30.19,64.79,1017.22,42.47,438.41
25013,23.56,60.77,1017.93,76.34,443.13
25014,6.93,38.68,1017.61,61.28,482.37
25015,12.39,49.83,1007.6,92.43,468.43
25016,24.0,58.05,1011.28,74.32,447.16
25017,6.9,44.71,1019.7,71.21,486.3
25018,15.86,49.69,1015.59,87.26,462.84
25019,26.59,59.92,1009.97,70.09,438.22
25020,24.79,67.83,1009.32,61.46,438.36
25021,18.34,44.63,1000.76,89.27,455.22
25022,22.72,65.61,1014.64,70.53,449.04
25023,21.9,57.76,1017.45,66.89,449.95
25024,12.02,41.92,1030.1,84.45,465.82
25025,27.06,72.58,1009.24,90.31,429.18
25026,29.01,66.56,1006.44,57.62,428.32
25027,33.18,72.29,1009.51,58.35,435.26
25028,25.2,59.21,1017.54,55.53,444.16
25029,23.75,67.9,1006.25,70.17,445.22
25030,20.96,69.48,1011.04,82.63,444.31
25031,17.69,44.34,1019.31,61.12,464.13
25032,27.0,59.15,1013.12,61.39,440.58
25033,25.31,65.48,1018.31,55.57,439.72
25034,21.45,60.08,1017.92,72.7,451.49
25035,16.55,41.66,1011.45,55.53,465.14
25036,29.24,60.23,1009.62,59.71,438.24
25037,25.63,58.86,1014.86,52.75,443.84
25038,33.2,70.8,1008.75,59.41,430.71
25039,25.82,57.19,1007.99,62.95,440.8
25040,23.38,48.78,1019.03,78.69,446.18
25041,19.19,50.16,1011.12,99.91,449.52
25042,14.73,58.2,1019.45,82.48,458.56
25043,13.79,45.08,1025.02,84.36,469.55
25044,10.57,36.71,1022.62,80.49,473.88
25045,28.94,71.64,1006.59,69.24,438.96
25046,16.97,42.86,1013.92,74.8,463.62
25047,30.82,78.87,1012.06,70.69,432.01
25048,19.61,45.01,1014.84,64.42,461.97
25049,4.15,39.9,1007.62,95.69,489.8
25050,17.78,50.66,1015.09,91.9,456.11
25051,28.86,73.4,1011.37,58.76,439.33
25052,27.74,70.32,1009.58,50.29,433.47
25053,9.7,40.71,1025.63,80.34,483.19
25054,9.5,37.36,1015.13,63.41,478.8
25055,25.62,60.29,1017.81,51.24,444.94
25056,8.02,41.92,1029.8,92.05,467.21
25057,10.59,37.5,1013.14,81.56,471.38
25058,12.63,48.04,1013.0,100.13,464.6
25059,25.04,70.47,1006.82,84.75,433.1
25060,14.74,43.71,1024.35,81.53,465.49
25061,16.59,39.54,1007.97,70.58,464.19
25062,14.47,39.58,1011.31,69.85,467.34
25063,24.13,48.98,1014.74,40.13,460.38
25064,21.05,61.87,1009.69,62.81,449.05
25065,11.2,41.54,1019.94,67.18,479.03
25066,5.05,35.57,1027.03,80.02,491.4
25067,17.77,44.6,1016.97,54.25,460.13
25068,19.28,65.46,1013.77,64.24,448.91
25069,24.61,62.39,1006.39,79.08,437.01
25070,13.98,44.84,1023.6,89.09,462.81
25071,19.3,65.59,1014.07,81.98,452.76
25072,14.18,53.82,1016.9,64.57,465.25
25073,19.76,62.1,1020.07,73.55,450.44
25074,17.44,44.89,1009.9,80.54,457.67
25075,17.46,53.29,1018.07,91.01,458.06
25076,29.08,67.79,1010.91,55.96,442.78
25077,18.19,44.06,1017.24,78.73,456.13
25078,23.79,59.44,1012.53,79.48,448.67
25079,12.83,41.5,1013.12,86.07,470.87
25080,10.93,39.16,1016.54,90.56,479.83
25081,7.5,38.06,1021.96,83.45,485.98
25082,14.95,42.99,1008.75,90.76,468.61
25083,15.5,44.34,1019.21,65.21,468.53
